"","Week","State","Age","Not at all","Several days","More than half the days","Nearly every day"
"health2a_week7.xlsx.268","health2a_week7.xlsx","NY","40 - 49","573308","640731","242747","434612"
"health2a_week7.xlsx.269","health2a_week7.xlsx","NY","50 - 59","783272","853974","199089","261364"
"health2a_week7.xlsx.270","health2a_week7.xlsx","NY","60 - 69","859293","694796","139498","324282"
"health2a_week7.xlsx.271","health2a_week7.xlsx","NY","70 - 79","701654","245663","73903","65940"
"health2a_week7.xlsx.272","health2a_week7.xlsx","NY","80 and above","207733","58631","47835","72736"
"health2a_week7.xlsx.273","health2a_week7.xlsx","NC","Total","2647592","1747929","693367","960810"
"health2a_week7.xlsx.274","health2a_week7.xlsx","NC","18 - 29","145216","231899","193842","135475"
"health2a_week7.xlsx.275","health2a_week7.xlsx","NC","30 - 39","309159","417181","142390","209753"
"health2a_week7.xlsx.276","health2a_week7.xlsx","NC","40 - 49","434975","307267","121963","249382"
"health2a_week7.xlsx.277","health2a_week7.xlsx","NC","50 - 59","563861","301844","85979","145400"
"health2a_week7.xlsx.278","health2a_week7.xlsx","NC","60 - 69","658529","332207","101430","162178"
"health2a_week7.xlsx.279","health2a_week7.xlsx","NC","70 - 79","433456","142327","42037","53128"
"health2a_week7.xlsx.280","health2a_week7.xlsx","NC","80 and above","102394","15204","5726","5493"
"health2a_week7.xlsx.281","health2a_week7.xlsx","ND","Total","213448","130933","49296","51959"
"health2a_week7.xlsx.282","health2a_week7.xlsx","ND","18 - 29","30541","19119","8947","7355"
"health2a_week7.xlsx.283","health2a_week7.xlsx","ND","30 - 39","53165","21720","21220","16910"
"health2a_week7.xlsx.284","health2a_week7.xlsx","ND","40 - 49","27838","27335","4718","10600"
"health2a_week7.xlsx.285","health2a_week7.xlsx","ND","50 - 59","25897","26258","3650","5006"
"health2a_week7.xlsx.286","health2a_week7.xlsx","ND","60 - 69","43916","24994","9731","10435"
"health2a_week7.xlsx.287","health2a_week7.xlsx","ND","70 - 79","27497","11200","1030","688"
"health2a_week7.xlsx.288","health2a_week7.xlsx","ND","80 and above","4594","307","-","965"
"health2a_week7.xlsx.289","health2a_week7.xlsx","OH","Total","2846910","2132091","913671","968299"
"health2a_week7.xlsx.290","health2a_week7.xlsx","OH","18 - 29","153364","449596","125765","168784"
"health2a_week7.xlsx.291","health2a_week7.xlsx","OH","30 - 39","549290","324256","148942","240162"
"health2a_week7.xlsx.292","health2a_week7.xlsx","OH","40 - 49","484677","325852","318370","165557"
"health2a_week7.xlsx.293","health2a_week7.xlsx","OH","50 - 59","549323","351596","94881","187637"
"health2a_week7.xlsx.294","health2a_week7.xlsx","OH","60 - 69","658294","451369","196118","126444"
"health2a_week7.xlsx.295","health2a_week7.xlsx","OH","70 - 79","359473","216154","25569","73475"
"health2a_week7.xlsx.296","health2a_week7.xlsx","OH","80 and above","92489","13268","4026","6241"
"health2a_week7.xlsx.297","health2a_week7.xlsx","OK","Total","797296","742977","282677","516940"
"health2a_week7.xlsx.298","health2a_week7.xlsx","OK","18 - 29","59414","132905","35793","70025"
"health2a_week7.xlsx.299","health2a_week7.xlsx","OK","30 - 39","128392","85245","77008","149701"
"health2a_week7.xlsx.300","health2a_week7.xlsx","OK","40 - 49","112214","176191","61531","144215"
"health2a_week7.xlsx.301","health2a_week7.xlsx","OK","50 - 59","134850","102174","32518","87457"
"health2a_week7.xlsx.302","health2a_week7.xlsx","OK","60 - 69","207216","127696","56986","51076"
"health2a_week7.xlsx.303","health2a_week7.xlsx","OK","70 - 79","125795","52148","18060","11734"
"health2a_week7.xlsx.304","health2a_week7.xlsx","OK","80 and above","29415","66618","781","2731"
"health2a_week7.xlsx.305","health2a_week7.xlsx","OR","Total","1049607","854433","322013","477317"
"health2a_week7.xlsx.306","health2a_week7.xlsx","OR","18 - 29","140646","101047","47177","85318"
"health2a_week7.xlsx.307","health2a_week7.xlsx","OR","30 - 39","157329","175411","84351","125243"
"health2a_week7.xlsx.308","health2a_week7.xlsx","OR","40 - 49","130526","139844","67023","90219"
"health2a_week7.xlsx.309","health2a_week7.xlsx","OR","50 - 59","173543","163711","58229","73042"
"health2a_week7.xlsx.310","health2a_week7.xlsx","OR","60 - 69","218622","147742","39477","61304"
"health2a_week7.xlsx.311","health2a_week7.xlsx","OR","70 - 79","171600","102949","13347","32271"
"health2a_week7.xlsx.312","health2a_week7.xlsx","OR","80 and above","57342","23728","12409","9921"
"health2a_week7.xlsx.313","health2a_week7.xlsx","PA","Total","3076841","2370031","1026419","1096460"
"health2a_week7.xlsx.314","health2a_week7.xlsx","PA","18 - 29","249171","351767","170232","327644"
"health2a_week7.xlsx.315","health2a_week7.xlsx","PA","30 - 39","384818","501276","184485","157428"
"health2a_week7.xlsx.316","health2a_week7.xlsx","PA","40 - 49","397206","359281","199824","258616"
"health2a_week7.xlsx.317","health2a_week7.xlsx","PA","50 - 59","579602","426776","239658","149664"
"health2a_week7.xlsx.318","health2a_week7.xlsx","PA","60 - 69","831921","467247","102247","161827"
"health2a_week7.xlsx.319","health2a_week7.xlsx","PA","70 - 79","479027","232363","122231","35430"
"health2a_week7.xlsx.320","health2a_week7.xlsx","PA","80 and above","155096","31321","7743","5851"
"health2a_week7.xlsx.321","health2a_week7.xlsx","RI","Total","248517","171428","98873","99190"
"health2a_week7.xlsx.322","health2a_week7.xlsx","RI","18 - 29","13822","16133","3287","20677"
"health2a_week7.xlsx.323","health2a_week7.xlsx","RI","30 - 39","41534","41579","26807","19968"
"health2a_week7.xlsx.324","health2a_week7.xlsx","RI","40 - 49","25239","46669","38481","19983"
"health2a_week7.xlsx.325","health2a_week7.xlsx","RI","50 - 59","55030","23734","9711","16224"
"health2a_week7.xlsx.326","health2a_week7.xlsx","RI","60 - 69","66984","29368","18337","14037"
"health2a_week7.xlsx.327","health2a_week7.xlsx","RI","70 - 79","37488","11608","1857","5664"
"health2a_week7.xlsx.328","health2a_week7.xlsx","RI","80 and above","8419","2338","394","2636"
"health2a_week7.xlsx.329","health2a_week7.xlsx","SC","Total","1520138","711233","304089","492528"
"health2a_week7.xlsx.330","health2a_week7.xlsx","SC","18 - 29","121903","38933","14207","76513"
"health2a_week7.xlsx.331","health2a_week7.xlsx","SC","30 - 39","174925","165205","115302","127537"
"health2a_week7.xlsx.332","health2a_week7.xlsx","SC","40 - 49","317854","122017","75732","44378"
"health2a_week7.xlsx.333","health2a_week7.xlsx","SC","50 - 59","316276","114123","20431","79511"
"health2a_week7.xlsx.334","health2a_week7.xlsx","SC","60 - 69","317681","178157","72009","80296"
"health2a_week7.xlsx.335","health2a_week7.xlsx","SC","70 - 79","222087","76237","6408","81372"
"health2a_week7.xlsx.336","health2a_week7.xlsx","SC","80 and above","49412","16561","-","2921"
"health2a_week7.xlsx.337","health2a_week7.xlsx","SD","Total","243390","169628","41088","64231"
"health2a_week7.xlsx.338","health2a_week7.xlsx","SD","18 - 29","31385","51895","4790","8426"
"health2a_week7.xlsx.339","health2a_week7.xlsx","SD","30 - 39","39912","23904","8255","14188"
"health2a_week7.xlsx.340","health2a_week7.xlsx","SD","40 - 49","45832","20877","3159","17652"
"health2a_week7.xlsx.341","health2a_week7.xlsx","SD","50 - 59","40176","22286","8048","10398"
"health2a_week7.xlsx.342","health2a_week7.xlsx","SD","60 - 69","36951","20200","13150","10865"
"health2a_week7.xlsx.343","health2a_week7.xlsx","SD","70 - 79","39380","27101","1524","2702"
"health2a_week7.xlsx.344","health2a_week7.xlsx","SD","80 and above","9754","3364","2162","-"
"health2a_week7.xlsx.345","health2a_week7.xlsx","TN","Total","1694384","1038890","469280","684202"
"health2a_week7.xlsx.346","health2a_week7.xlsx","TN","18 - 29","186729","106774","152893","104429"
"health2a_week7.xlsx.347","health2a_week7.xlsx","TN","30 - 39","283811","207405","81014","147317"
"health2a_week7.xlsx.348","health2a_week7.xlsx","TN","40 - 49","184852","168168","52572","199540"
"health2a_week7.xlsx.349","health2a_week7.xlsx","TN","50 - 59","336125","187094","35797","116922"
"health2a_week7.xlsx.350","health2a_week7.xlsx","TN","60 - 69","412592","204208","106120","104550"
"health2a_week7.xlsx.351","health2a_week7.xlsx","TN","70 - 79","234916","124055","15044","11443"
"health2a_week7.xlsx.352","health2a_week7.xlsx","TN","80 and above","55359","41185","25840","-"
"health2a_week7.xlsx.353","health2a_week7.xlsx","TX","Total","6535291","4453971","1997736","2488352"
"health2a_week7.xlsx.354","health2a_week7.xlsx","TX","18 - 29","686387","897575","433348","499136"
"health2a_week7.xlsx.355","health2a_week7.xlsx","TX","30 - 39","885128","1097733","475930","610485"
"health2a_week7.xlsx.356","health2a_week7.xlsx","TX","40 - 49","1311560","786123","452838","499731"
"health2a_week7.xlsx.357","health2a_week7.xlsx","TX","50 - 59","1312138","567678","332120","363030"
"health2a_week7.xlsx.358","health2a_week7.xlsx","TX","60 - 69","1277264","665029","231393","331685"
"health2a_week7.xlsx.359","health2a_week7.xlsx","TX","70 - 79","772161","330038","55220","140613"
"health2a_week7.xlsx.360","health2a_week7.xlsx","TX","80 and above","290653","109795","16886","43671"
"health2a_week7.xlsx.361","health2a_week7.xlsx","UT","Total","800298","636146","202237","291169"
"health2a_week7.xlsx.362","health2a_week7.xlsx","UT","18 - 29","132521","190983","29423","100580"
"health2a_week7.xlsx.363","health2a_week7.xlsx","UT","30 - 39","142075","109620","61942","69975"
"health2a_week7.xlsx.364","health2a_week7.xlsx","UT","40 - 49","134767","114641","38830","43158"
"health2a_week7.xlsx.365","health2a_week7.xlsx","UT","50 - 59","128238","108500","34772","38659"
"health2a_week7.xlsx.366","health2a_week7.xlsx","UT","60 - 69","123759","71889","25917","28144"
"health2a_week7.xlsx.367","health2a_week7.xlsx","UT","70 - 79","103459","31151","6907","10481"
"health2a_week7.xlsx.368","health2a_week7.xlsx","UT","80 and above","35479","9362","4446","172"
"health2a_week7.xlsx.369","health2a_week7.xlsx","VT","Total","153113","134923","41824","68413"
"health2a_week7.xlsx.370","health2a_week7.xlsx","VT","18 - 29","829","8714","2857","16169"
"health2a_week7.xlsx.371","health2a_week7.xlsx","VT","30 - 39","24713","34049","8364","15078"
"health2a_week7.xlsx.372","health2a_week7.xlsx","VT","40 - 49","16859","18850","8821","10418"
"health2a_week7.xlsx.373","health2a_week7.xlsx","VT","50 - 59","30055","28199","5520","11884"
"health2a_week7.xlsx.374","health2a_week7.xlsx","VT","60 - 69","41986","30312","12040","8502"
"health2a_week7.xlsx.375","health2a_week7.xlsx","VT","70 - 79","34891","11061","4223","6185"
"health2a_week7.xlsx.376","health2a_week7.xlsx","VT","80 and above","3780","3739","-","176"
"health2a_week7.xlsx.377","health2a_week7.xlsx","VA","Total","2284527","1503994","474180","858780"
"health2a_week7.xlsx.378","health2a_week7.xlsx","VA","18 - 29","113808","243548","24878","220455"
"health2a_week7.xlsx.379","health2a_week7.xlsx","VA","30 - 39","337801","352424","185841","147626"
"health2a_week7.xlsx.380","health2a_week7.xlsx","VA","40 - 49","362903","328705","95060","177725"
"health2a_week7.xlsx.381","health2a_week7.xlsx","VA","50 - 59","549774","210687","86912","172113"
"health2a_week7.xlsx.382","health2a_week7.xlsx","VA","60 - 69","523157","264446","66966","93216"
"health2a_week7.xlsx.383","health2a_week7.xlsx","VA","70 - 79","311700","79970","8120","40187"
"health2a_week7.xlsx.384","health2a_week7.xlsx","VA","80 and above","85384","24214","6404","7456"
"health2a_week7.xlsx.385","health2a_week7.xlsx","WA","Total","1914363","1515900","590103","849662"
"health2a_week7.xlsx.386","health2a_week7.xlsx","WA","18 - 29","177955","218806","144437","123994"
"health2a_week7.xlsx.387","health2a_week7.xlsx","WA","30 - 39","300024","329992","103016","275262"
"health2a_week7.xlsx.388","health2a_week7.xlsx","WA","40 - 49","320107","269640","91227","186710"
"health2a_week7.xlsx.389","health2a_week7.xlsx","WA","50 - 59","288384","288422","144973","117864"
"health2a_week7.xlsx.390","health2a_week7.xlsx","WA","60 - 69","399983","236442","65537","129236"
"health2a_week7.xlsx.391","health2a_week7.xlsx","WA","70 - 79","297640","145806","38245","13925"
"health2a_week7.xlsx.392","health2a_week7.xlsx","WA","80 and above","130269","26791","2668","2671"
"health2a_week7.xlsx.393","health2a_week7.xlsx","WV","Total","410498","315938","123439","265836"
"health2a_week7.xlsx.394","health2a_week7.xlsx","WV","18 - 29","15557","22148","8730","75393"
"health2a_week7.xlsx.395","health2a_week7.xlsx","WV","30 - 39","54098","76520","46096","49222"
"health2a_week7.xlsx.396","health2a_week7.xlsx","WV","40 - 49","58578","30071","25652","62751"
"health2a_week7.xlsx.397","health2a_week7.xlsx","WV","50 - 59","72074","53768","20226","37699"
"health2a_week7.xlsx.398","health2a_week7.xlsx","WV","60 - 69","132090","85295","19256","29553"
"health2a_week7.xlsx.399","health2a_week7.xlsx","WV","70 - 79","73252","29784","3479","4645"
"health2a_week7.xlsx.400","health2a_week7.xlsx","WV","80 and above","4849","18351","-","6573"
"health2a_week7.xlsx.401","health2a_week7.xlsx","WI","Total","1650200","929491","356334","558665"
"health2a_week7.xlsx.402","health2a_week7.xlsx","WI","18 - 29","132334","95771","125003","188857"
"health2a_week7.xlsx.403","health2a_week7.xlsx","WI","30 - 39","241914","190986","29038","76445"
"health2a_week7.xlsx.404","health2a_week7.xlsx","WI","40 - 49","204029","201312","68401","111058"
"health2a_week7.xlsx.405","health2a_week7.xlsx","WI","50 - 59","335456","172179","43321","94957"
"health2a_week7.xlsx.406","health2a_week7.xlsx","WI","60 - 69","425375","170624","48248","45394"
"health2a_week7.xlsx.407","health2a_week7.xlsx","WI","70 - 79","240544","81417","36698","34735"
"health2a_week7.xlsx.408","health2a_week7.xlsx","WI","80 and above","70549","17201","5625","7218"
"health2a_week7.xlsx.409","health2a_week7.xlsx","WY","Total","152589","91339","43491","64089"
"health2a_week7.xlsx.410","health2a_week7.xlsx","WY","18 - 29","8521","12839","3873","15079"
"health2a_week7.xlsx.411","health2a_week7.xlsx","WY","30 - 39","19160","19461","10109","19957"
"health2a_week7.xlsx.412","health2a_week7.xlsx","WY","40 - 49","30165","13399","5612","11465"
"health2a_week7.xlsx.413","health2a_week7.xlsx","WY","50 - 59","19800","11783","9806","12861"
"health2a_week7.xlsx.414","health2a_week7.xlsx","WY","60 - 69","40899","21631","13088","2548"
"health2a_week7.xlsx.415","health2a_week7.xlsx","WY","70 - 79","27256","11583","1003","2179"
"health2a_week7.xlsx.416","health2a_week7.xlsx","WY","80 and above","6789","644","-","-"
"health2a_week8.xlsx.1","health2a_week8.xlsx","US","Total","78429969","56047243","22580599","33015271"
"health2a_week8.xlsx.2","health2a_week8.xlsx","US","18 - 29","6978539","8733164","4398807","7511490"
"health2a_week8.xlsx.3","health2a_week8.xlsx","US","30 - 39","10985665","10993144","5110150","7211495"
"health2a_week8.xlsx.4","health2a_week8.xlsx","US","40 - 49","12492544","10287667","4344104","6708132"
"health2a_week8.xlsx.5","health2a_week8.xlsx","US","50 - 59","14761501","9793941","3756457","5047110"
"health2a_week8.xlsx.6","health2a_week8.xlsx","US","60 - 69","17973580","10096309","3017546","4596827"
"health2a_week8.xlsx.7","health2a_week8.xlsx","US","70 - 79","11857455","4835538","1503099","1485091"
"health2a_week8.xlsx.8","health2a_week8.xlsx","US","80 and above","3380686","1307479","450437","455126"
"health2a_week8.xlsx.9","health2a_week8.xlsx","AL","Total","1241957","679379","226801","543744"
"health2a_week8.xlsx.10","health2a_week8.xlsx","AL","18 - 29","129247","81432","39517","142703"
"health2a_week8.xlsx.11","health2a_week8.xlsx","AL","30 - 39","152025","130271","38823","97921"
"health2a_week8.xlsx.12","health2a_week8.xlsx","AL","40 - 49","117618","143672","41139","85989"
"health2a_week8.xlsx.13","health2a_week8.xlsx","AL","50 - 59","330906","125158","44476","126253"
"health2a_week8.xlsx.14","health2a_week8.xlsx","AL","60 - 69","334097","122794","17204","54279"
"health2a_week8.xlsx.15","health2a_week8.xlsx","AL","70 - 79","136091","49357","40169","17406"
"health2a_week8.xlsx.16","health2a_week8.xlsx","AL","80 and above","41972","26694","5473","19192"
"health2a_week8.xlsx.17","health2a_week8.xlsx","AK","Total","185386","120206","42325","87011"
"health2a_week8.xlsx.18","health2a_week8.xlsx","AK","18 - 29","11711","22415","11925","23057"
"health2a_week8.xlsx.19","health2a_week8.xlsx","AK","30 - 39","36250","30587","11286","24139"
"health2a_week8.xlsx.20","health2a_week8.xlsx","AK","40 - 49","38416","14885","8030","14046"
"health2a_week8.xlsx.21","health2a_week8.xlsx","AK","50 - 59","35167","25782","4804","9291"
"health2a_week8.xlsx.22","health2a_week8.xlsx","AK","60 - 69","37878","17587","4982","14429"
"health2a_week8.xlsx.23","health2a_week8.xlsx","AK","70 - 79","15659","5883","1157","1866"
"health2a_week8.xlsx.24","health2a_week8.xlsx","AK","80 and above","10304","3066","142","183"
"health2a_week8.xlsx.25","health2a_week8.xlsx","AZ","Total","1824387","1306549","522104","780711"
"health2a_week8.xlsx.26","health2a_week8.xlsx","AZ","18 - 29","127728","164262","106200","149379"
"health2a_week8.xlsx.27","health2a_week8.xlsx","AZ","30 - 39","204959","277399","176601","149914"
"health2a_week8.xlsx.28","health2a_week8.xlsx","AZ","40 - 49","274519","299260","58207","216479"
"health2a_week8.xlsx.29","health2a_week8.xlsx","AZ","50 - 59","354378","189961","70358","107436"
"health2a_week8.xlsx.30","health2a_week8.xlsx","AZ","60 - 69","402970","181036","70720","88313"
"health2a_week8.xlsx.31","health2a_week8.xlsx","AZ","70 - 79","350540","133720","37801","57370"
